Название,Марка,Модель,"Пробег, км","Мощность двигателя, л","Мощность двигателя, л.с",Год выпуска,"Цена, руб",Цвет кузова,Коробка передач,Привод,Тип топлива,Город продажи
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",75000,2,197,2020,3730000,чёрный,автомат,задний,Бензин,Пенза
Audi A4 V (B9),Audi,A4 V (B9),186000,2,190,2018,2180000,чёрный,робот,полный,Дизель,Симферополь
Audi A4 V (B9),Audi,A4 V (B9),53000,"1,4",150,2018,2800000,чёрный,робот,передний,Бензин,Москва
Mercedes-Benz S-Класс 580 e 4MATIC VII (W223),Mercedes-Benz,S-Класс 580 e 4MATIC VII (W223),23000,3,510,2021,18500000,серый,автомат,полный,Гибрид,Москва
BMW 5 серии M550i xDrive VII (G30/G31),BMW,5 серии M550i xDrive VII (G30/G31),91000,"4,4",530,2018,4750000,чёрный,автомат,полный,Бензин,Краснодар
"Mercedes-Benz E-Класс 200 d V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 d V (W213, S213, C238)",158000,"1,6",160,2018,2550000,серебристый,автомат,задний,Дизель,Москва
Mercedes-Benz S-Класс 350 d Long 4MATIC VII (W223),Mercedes-Benz,S-Класс 350 d Long 4MATIC VII (W223),23000,"2,9",249,2021,13740000,чёрный,автомат,полный,Дизель,Москва
BMW 5 серии M550d xDrive VII (G30/G31),BMW,5 серии M550d xDrive VII (G30/G31),100000,3,400,2018,2750000,чёрный,автомат,полный,Дизель,Санкт-Петербург
"Mercedes-Benz E-Класс 400 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 400 V (W213, S213, C238)",63000,3,333,2019,3700000,белый,автомат,полный,Бензин,Москва
BMW 5 серии 530d VII (G30/G31),BMW,5 серии 530d VII (G30/G31),107000,3,265,2018,4550000,чёрный,автомат,задний,Дизель,Тимашевск
"Mercedes-Benz E-Класс 300 d V (W213, S213, C238)",Mercedes-Benz,"E-Класс 300 d V (W213, S213, C238)",154000,2,245,2018,3710000,белый,автомат,задний,Дизель,Минск
"Mercedes-Benz E-Класс 350 e V (W213, S213, C238)",Mercedes-Benz,"E-Класс 350 e V (W213, S213, C238)",110000,2,286,2017,2830000,чёрный,автомат,задний,Гибрид,Орёл
"Mercedes-Benz E-Класс 200 d V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 d V (W213, S213, C238)",135000,2,150,2016,2300000,чёрный,автомат,задний,Дизель,Минск
BMW 5 серии 540d xDrive VII (G30/G31),BMW,5 серии 540d xDrive VII (G30/G31),43000,3,320,2017,3490000,серый,автомат,полный,Дизель,Красноярск
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",75000,2,197,2020,3730000,чёрный,автомат,задний,Бензин,Пенза
BMW 3 серии 318d VII (G2x),BMW,3 серии 318d VII (G2x),22000,2,150,2021,4550000,чёрный,механика,задний,Дизель,Новосибирск
BMW 5 серии 540d xDrive VII (G30/G31),BMW,5 серии 540d xDrive VII (G30/G31),107000,3,320,2019,4020000,чёрный,автомат,полный,Дизель,Минск
BMW 5 серии 530i VII (G30/G31),BMW,5 серии 530i VII (G30/G31),149000,2,252,2019,2530000,чёрный,автомат,задний,Бензин,Минск
"Mercedes-Benz E-Класс 300 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 300 V (W213, S213, C238)",139000,2,258,2018,4040000,белый,автомат,задний,Бензин,Челябинск
Mercedes-Benz S-Класс 350 d Long 4MATIC VII (W223),Mercedes-Benz,S-Класс 350 d Long 4MATIC VII (W223),25000,"2,9",249,2020,14300000,чёрный,автомат,полный,Дизель,Москва
BMW 5 серии 523i VII (G30/G31),BMW,5 серии 523i VII (G30/G31),162000,2,184,2018,2500000,чёрный,автомат,задний,Бензин,Москва
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",88000,2,184,2017,3690000,белый,автомат,задний,Бензин,Москва
"Mercedes-Benz E-Класс 400 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 400 V (W213, S213, C238)",140000,3,333,2018,3250000,чёрный,автомат,полный,Бензин,Санкт-Петербург
Audi A6 40 TDI V (C8),Audi,A6 40 TDI V (C8),66000,2,190,2020,3840000,чёрный,робот,передний,Дизель,Ростов-на-Дону
Mercedes-Benz S-Класс 350d 4MATIC VII (W223),Mercedes-Benz,S-Класс 350d 4MATIC VII (W223),5000,"2,9",286,2021,17800000,чёрный,автомат,полный,Дизель,Иркутск
BMW 3 серии 318d VII (G2x),BMW,3 серии 318d VII (G2x),45000,2,150,2019,2820000,белый,автомат,задний,Дизель,Краснодар
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",30000,2,197,2019,3600000,серый,автомат,задний,Бензин,Ставрополь
"Mercedes-Benz E-Класс 250 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 250 V (W213, S213, C238)",113000,2,211,2019,2500000,чёрный,автомат,задний,Бензин,Калининград
Audi A6 45 TFSI V (C8),Audi,A6 45 TFSI V (C8),22000,2,245,2021,4600000,белый,робот,полный,Бензин,Ростов-на-Дону
"Mercedes-Benz E-Класс 400 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 400 V (W213, S213, C238)",137000,3,333,2016,3030000,серый,автомат,полный,Бензин,Домодедово
BMW 5 серии 520d xDrive VII (G30/G31),BMW,5 серии 520d xDrive VII (G30/G31),26000,2,190,2020,4050000,чёрный,автомат,полный,Дизель,Москва
Audi A6 50 TDI V (C8),Audi,A6 50 TDI V (C8),184000,3,286,2019,3030000,серебристый,автомат,полный,Дизель,Минск
BMW 5 серии 530d VII (G30/G31),BMW,5 серии 530d VII (G30/G31),92000,3,265,2017,2780000,белый,автомат,задний,Дизель,Красноярск
Audi A6 45 TDI V (C8),Audi,A6 45 TDI V (C8),70000,3,249,2021,4050000,чёрный,автомат,полный,Дизель,Новокубанск
BMW 5 серии 520d VII (G30/G31),BMW,5 серии 520d VII (G30/G31),165000,2,163,2018,2830000,синий,автомат,задний,Дизель,Москва
BMW 5 серии 523i VII (G30/G31),BMW,5 серии 523i VII (G30/G31),125000,2,184,2017,2750000,белый,автомат,задний,Бензин,Нижний Новгород
Audi A6 45 TDI V (C8),Audi,A6 45 TDI V (C8),78000,3,231,2019,4000000,чёрный,автомат,полный,Дизель,Долгопрудный
Audi A6 45 TDI V (C8),Audi,A6 45 TDI V (C8),50000,3,245,2019,4100000,чёрный,робот,полный,Дизель,Санкт-Петербург
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",67000,"1,5",184,2016,3840000,серебристый,автомат,задний,Бензин,Саратов
Audi A4 V (B9),Audi,A4 V (B9),118000,2,150,2017,1830000,чёрный,робот,передний,Дизель,Жуковский
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",34000,2,184,2020,4000000,чёрный,автомат,задний,Бензин,Курск
BMW 3 серии 320d xDrive VII (G2x),BMW,3 серии 320d xDrive VII (G2x),82000,2,190,2019,3600000,серый,автомат,полный,Дизель,Воронеж
BMW 3 серии 330d xDrive VII (G2x),BMW,3 серии 330d xDrive VII (G2x),34000,3,265,2020,6060000,синий,автомат,полный,Дизель,Москва
BMW 5 серии 530d xDrive VII (G30/G31),BMW,5 серии 530d xDrive VII (G30/G31),112000,3,265,2018,2920000,серый,автомат,полный,Дизель,Санкт-Петербург
BMW 5 серии 520d VII (G30/G31),BMW,5 серии 520d VII (G30/G31),88000,2,190,2018,3000000,синий,автомат,задний,Дизель,Иркутск
Audi A4 V (B9),Audi,A4 V (B9),154000,"1,4",150,2017,1800000,коричневый,робот,передний,Бензин,Подольск
"Mercedes-Benz E-Класс 400 d V (W213, S213, C238)",Mercedes-Benz,"E-Класс 400 d V (W213, S213, C238)",172000,"2,9",340,2019,2820000,чёрный,автомат,полный,Дизель,Москва
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",152000,2,184,2018,2670000,чёрный,автомат,задний,Бензин,Пушкин
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",95000,2,184,2016,3350000,серый,автомат,задний,Бензин,Красноярск
BMW 5 серии 530i VII (G30/G31),BMW,5 серии 530i VII (G30/G31),60000,2,249,2019,4550000,серый,автомат,задний,Бензин,Москва
BMW 3 серии M340i xDrive VII (G2x),BMW,3 серии M340i xDrive VII (G2x),9000,3,387,2020,7050000,синий,автомат,полный,Бензин,Сочи
Audi A4 V (B9),Audi,A4 V (B9),36000,2,249,2017,3300000,синий,робот,полный,Бензин,Ессентуки
BMW 5 серии 540i xDrive VII (G30/G31),BMW,5 серии 540i xDrive VII (G30/G31),82000,3,340,2018,3570000,чёрный,автомат,полный,Бензин,Копище
BMW 5 серии 520d xDrive VII (G30/G31),BMW,5 серии 520d xDrive VII (G30/G31),42000,2,190,2020,4100000,чёрный,автомат,полный,Дизель,Талица
BMW 3 серии 320d xDrive VII (G2x),BMW,3 серии 320d xDrive VII (G2x),70000,2,190,2019,2600000,белый,автомат,полный,Дизель,Казань
Audi A4 ultra V (B9),Audi,A4 ultra V (B9),61000,2,150,2018,1970000,синий,механика,передний,Дизель,Котлас
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",180000,2,184,2018,2250000,чёрный,автомат,задний,Бензин,Челябинск
"Mercedes-Benz E-Класс 400 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 400 V (W213, S213, C238)",81000,3,333,2016,3190000,серый,автомат,полный,Бензин,Екатеринбург
"Mercedes-Benz E-Класс 350 e V (W213, S213, C238)",Mercedes-Benz,"E-Класс 350 e V (W213, S213, C238)",117000,2,286,2016,2470000,серебристый,автомат,задний,Гибрид,Зеленоград
Audi A4 V (B9),Audi,A4 V (B9),198000,2,190,2019,1790000,серый,механика,полный,Дизель,Минск
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",189000,2,184,2016,2480000,белый,автомат,задний,Бензин,Краснодар
Audi A4 ultra V (B9),Audi,A4 ultra V (B9),172000,2,190,2018,2100000,чёрный,робот,передний,Дизель,Симферополь
Audi A6 55 TFSI e V (C8),Audi,A6 55 TFSI e V (C8),103000,2,367,2018,4500000,чёрный,робот,полный,Гибрид,Малаховка
Mercedes-Benz S-Класс 350 d Long 4MATIC VII (W223),Mercedes-Benz,S-Класс 350 d Long 4MATIC VII (W223),10000,"2,9",249,2020,14140000,чёрный,автомат,полный,Дизель,Москва
BMW 5 серии 525d VII (G30/G31),BMW,5 серии 525d VII (G30/G31),28000,2,231,2018,3690000,чёрный,автомат,задний,Дизель,Смоленск
BMW 5 серии 518d VII (G30/G31),BMW,5 серии 518d VII (G30/G31),97000,2,150,2018,2880000,чёрный,автомат,задний,Дизель,Минск
BMW 5 серии M550d xDrive VII (G30/G31),BMW,5 серии M550d xDrive VII (G30/G31),136000,3,400,2018,3240000,синий,автомат,полный,Дизель,Москва
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",55000,2,184,2018,3790000,красный,автомат,полный,Бензин,Москва
BMW 5 серии 520i VII (G30/G31),BMW,5 серии 520i VII (G30/G31),63000,2,184,2019,3240000,чёрный,автомат,задний,Бензин,Волгоград
BMW 5 серии 525d VII (G30/G31),BMW,5 серии 525d VII (G30/G31),35000,2,231,2017,6270000,чёрный,автомат,задний,Дизель,Омск
"Mercedes-Benz E-Класс 350 d V (W213, S213, C238)",Mercedes-Benz,"E-Класс 350 d V (W213, S213, C238)",146000,3,258,2016,2180000,чёрный,автомат,полный,Дизель,Минск
BMW 3 серии 330i VII (G2x),BMW,3 серии 330i VII (G2x),11000,2,258,2021,3590000,синий,автомат,задний,Бензин,Москва
BMW 3 серии 320d VII (G2x),BMW,3 серии 320d VII (G2x),88000,2,190,2019,2220000,серый,автомат,задний,Дизель,Санкт-Петербург
"Mercedes-Benz E-Класс 400 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 400 V (W213, S213, C238)",60000,3,333,2017,5300000,серый,автомат,полный,Бензин,Москва
BMW 3 серии M340d xDrive VII (G2x),BMW,3 серии M340d xDrive VII (G2x),40000,3,340,2019,3300000,серый,автомат,полный,Дизель,Владивосток
BMW 5 серии 530d xDrive VII (G30/G31),BMW,5 серии 530d xDrive VII (G30/G31),100000,3,249,2018,4300000,серый,автомат,полный,Дизель,Комсомольское
BMW 3 серии M340d xDrive VII (G2x),BMW,3 серии M340d xDrive VII (G2x),21000,3,340,2021,3990000,чёрный,автомат,полный,Дизель,Санкт-Петербург
BMW 5 серии 520d VII (G30/G31),BMW,5 серии 520d VII (G30/G31),83000,2,190,2019,3500000,белый,механика,задний,Дизель,Балашиха
"Mercedes-Benz E-Класс 200 d V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 d V (W213, S213, C238)",200000,2,150,2019,2800000,чёрный,автомат,задний,Дизель,Красногорск
BMW 3 серии 318d VII (G2x),BMW,3 серии 318d VII (G2x),98000,2,150,2019,2680000,золотистый,автомат,задний,Дизель,Севастополь
Audi A4 V (B9),Audi,A4 V (B9),82000,3,231,2018,3500000,серый,автомат,полный,Дизель,Снежинск
BMW 3 серии 330i xDrive VII (G2x),BMW,3 серии 330i xDrive VII (G2x),44000,2,258,2019,3590000,чёрный,автомат,полный,Бензин,Красногорск
BMW 5 серии 520d VII (G30/G31),BMW,5 серии 520d VII (G30/G31),137000,2,190,2018,2610000,белый,автомат,задний,Дизель,Санкт-Петербург
Audi A4 V (B9),Audi,A4 V (B9),68000,2,190,2019,2400000,белый,робот,полный,Дизель,Санкт-Петербург
BMW 5 серии 530d VII (G30/G31),BMW,5 серии 530d VII (G30/G31),195000,3,265,2018,2340000,синий,автомат,задний,Дизель,Москва
BMW 5 серии 530d VII (G30/G31),BMW,5 серии 530d VII (G30/G31),83000,3,265,2018,4750000,зелёный,автомат,задний,Дизель,Сочи
BMW 5 серии 520i VII (G30/G31),BMW,5 серии 520i VII (G30/G31),62000,2,184,2019,3640000,серый,автомат,задний,Бензин,Махачкала
BMW 5 серии M550d xDrive VII (G30/G31),BMW,5 серии M550d xDrive VII (G30/G31),182000,3,400,2018,2230000,синий,автомат,полный,Дизель,Минск
"Mercedes-Benz E-Класс 400 d V (W213, S213, C238)",Mercedes-Benz,"E-Класс 400 d V (W213, S213, C238)",159000,"2,9",340,2018,3190000,белый,автомат,полный,Дизель,Минск
BMW 5 серии 530e xDrive VII (G30/G31),BMW,5 серии 530e xDrive VII (G30/G31),55000,2,252,2018,3780000,чёрный,автомат,полный,Гибрид,Москва
BMW 5 серии 520d VII (G30/G31),BMW,5 серии 520d VII (G30/G31),149000,2,190,2017,2110000,серый,автомат,задний,Дизель,Озерцо
"Mercedes-Benz E-Класс 350 d V (W213, S213, C238)",Mercedes-Benz,"E-Класс 350 d V (W213, S213, C238)",45000,3,258,2018,4500000,белый,автомат,задний,Дизель,Москва
BMW 5 серии 530d xDrive VII (G30/G31),BMW,5 серии 530d xDrive VII (G30/G31),171000,3,249,2017,3550000,чёрный,автомат,полный,Дизель,Могилёв
